Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
Saturday,Night,37944.0,18195.0,Bank Branch,0.0,0.0,133554.0,Snowy,5.0,29749.0
Sunday,Morning,41696.0,12844.0,Bank Branch,0.0,0.0,132567.0,Cloudy,1.0,30997.0
Saturday,Morning,41274.0,4926.0,Standalone,0.0,0.0,87014.0,Clear,4.0,30423.0
Tuesday,Evening,31640.0,11168.0,Bank Branch,0.0,0.0,68882.0,Rainy,2.0,27231.0
Thursday,Morning,20093.0,11870.0,Bank Branch,0.0,0.0,124553.0,Rainy,3.0,14201.0
Thursday,Evening,31855.0,18362.0,Gas Station,0.0,0.0,108380.0,Rainy,4.0,21678.0
Wednesday,Evening,58374.0,10380.0,Gas Station,0.0,0.0,110775.0,Cloudy,4.0,50419.0
Friday,Morning,36189.0,9443.0,Bank Branch,0.0,0.0,81921.0,Clear,3.0,40534.0
Tuesday,Evening,66369.0,13045.0,Bank Branch,0.0,0.0,78153.0,Rainy,1.0,66874.0
Tuesday,Morning,45253.0,16065.0,Mall,0.0,0.0,102834.0,Snowy,1.0,32590.0
Sunday,Afternoon,52880.0,8454.0,Standalone,0.0,0.0,102670.0,Snowy,0.0,58622.0
Thursday,Evening,47712.0,6070.0,Bank Branch,0.0,0.0,73375.0,Clear,4.0,33963.0
Wednesday,Afternoon,22456.0,12539.0,Bank Branch,0.0,0.0,77932.0,Snowy,4.0,13857.0
Sunday,Morning,17706.0,9969.0,Mall,0.0,0.0,116769.0,Snowy,5.0,18963.0
Wednesday,Night,51227.0,9505.0,Supermarket,0.0,0.0,118381.0,Cloudy,5.0,50186.0
Monday,Evening,45645.0,6659.0,Gas Station,0.0,0.0,119840.0,Cloudy,2.0,33322.0
Wednesday,Morning,58047.0,5507.0,Bank Branch,0.0,0.0,100563.0,Cloudy,3.0,56302.0
Thursday,Afternoon,49863.0,9874.0,Standalone,0.0,0.0,116355.0,Snowy,5.0,43269.0
Monday,Afternoon,50155.0,3440.0,Standalone,0.0,0.0,78697.0,Clear,2.0,45660.0
Sunday,Morning,45421.0,10283.0,Standalone,0.0,0.0,110593.0,Rainy,0.0,46519.0
Tuesday,Night,50967.0,122.0,Supermarket,0.0,0.0,81213.0,Rainy,2.0,53763.0
Thursday,Afternoon,47838.0,17653.0,Bank Branch,0.0,0.0,124375.0,Cloudy,3.0,31811.0
Thursday,Morning,46798.0,17453.0,Mall,0.0,0.0,102973.0,Cloudy,1.0,52038.0
Monday,Evening,44943.0,6932.0,Mall,0.0,0.0,93950.0,Cloudy,4.0,44715.0
Monday,Night,52408.0,10015.0,Standalone,0.0,0.0,108738.0,Clear,3.0,40214.0
Wednesday,Evening,67859.0,0.0,Gas Station,0.0,0.0,118686.0,Cloudy,0.0,57835.0
Sunday,Afternoon,29496.0,8876.0,Standalone,0.0,0.0,76597.0,Clear,3.0,25666.0
Friday,Evening,22970.0,7117.0,Supermarket,0.0,0.0,48179.0,Clear,1.0,14069.0
Wednesday,Evening,41806.0,11959.0,Standalone,0.0,0.0,70421.0,Snowy,1.0,26225.0
Saturday,Night,52750.0,9923.0,Supermarket,0.0,0.0,111585.0,Clear,1.0,36835.0
Thursday,Night,67948.0,9207.0,Supermarket,0.0,0.0,99453.0,Rainy,2.0,52338.0
Wednesday,Afternoon,36000.0,9135.0,Gas Station,0.0,0.0,134234.0,Snowy,4.0,34843.0
Sunday,Night,72067.0,8953.0,Supermarket,0.0,0.0,86618.0,Clear,2.0,71054.0
Tuesday,Morning,65598.0,13389.0,Gas Station,0.0,0.0,90241.0,Clear,4.0,40755.0
Thursday,Afternoon,82359.0,6971.0,Mall,0.0,0.0,114841.0,Rainy,4.0,81236.0
Wednesday,Night,54489.0,10160.0,Bank Branch,0.0,0.0,84931.0,Rainy,0.0,38038.0
Tuesday,Morning,80200.0,10682.0,Bank Branch,0.0,0.0,92693.0,Snowy,3.0,61040.0
Monday,Afternoon,52770.0,3264.0,Gas Station,0.0,0.0,80567.0,Cloudy,5.0,46701.0
Saturday,Afternoon,34296.0,12683.0,Supermarket,0.0,0.0,123714.0,Snowy,5.0,24598.0
Friday,Night,60784.0,14980.0,Standalone,0.0,0.0,84864.0,Cloudy,4.0,60464.0
Friday,Evening,45159.0,8745.0,Standalone,0.0,0.0,126563.0,Rainy,1.0,41067.0
Wednesday,Evening,58343.0,6782.0,Bank Branch,0.0,0.0,118556.0,Snowy,2.0,71112.0
Monday,Night,72927.0,12539.0,Standalone,0.0,0.0,110765.0,Snowy,2.0,53687.0
Friday,Night,66087.0,4775.0,Gas Station,0.0,0.0,60672.0,Rainy,2.0,60634.0
Saturday,Morning,46681.0,8615.0,Standalone,0.0,0.0,106148.0,Snowy,5.0,41861.0
Monday,Afternoon,62236.0,9164.0,Supermarket,0.0,0.0,105651.0,Snowy,1.0,61892.0
Saturday,Afternoon,57364.0,13674.0,Bank Branch,0.0,0.0,113257.0,Rainy,5.0,39399.0
Wednesday,Morning,67602.0,11998.0,Gas Station,0.0,0.0,86972.0,Cloudy,0.0,68915.0
Saturday,Morning,68574.0,10106.0,Supermarket,0.0,0.0,106176.0,Rainy,3.0,70430.0
Wednesday,Night,75533.0,12827.0,Bank Branch,0.0,0.0,64784.0,Snowy,2.0,69225.0
Tuesday,Morning,69346.0,13365.0,Mall,0.0,0.0,97230.0,Rainy,4.0,47404.0
Tuesday,Afternoon,31635.0,8954.0,Gas Station,0.0,0.0,82989.0,Rainy,0.0,30041.0
Tuesday,Afternoon,75048.0,11973.0,Standalone,0.0,0.0,76082.0,Clear,2.0,60028.0
Sunday,Morning,56669.0,9329.0,Standalone,0.0,0.0,100293.0,Cloudy,1.0,57755.0
Tuesday,Evening,38226.0,13241.0,Bank Branch,0.0,0.0,97581.0,Snowy,1.0,27973.0
Saturday,Evening,56292.0,13611.0,Bank Branch,0.0,0.0,92543.0,Snowy,2.0,58155.0
Wednesday,Afternoon,75904.0,8001.0,Bank Branch,0.0,0.0,104493.0,Cloudy,3.0,66959.0
Friday,Morning,63988.0,2371.0,Gas Station,0.0,0.0,125251.0,Rainy,1.0,70222.0
Monday,Afternoon,41722.0,22790.0,Mall,0.0,0.0,88715.0,Rainy,3.0,25263.0
Saturday,Evening,52768.0,20307.0,Standalone,0.0,0.0,124167.0,Clear,2.0,38165.0
Wednesday,Afternoon,61675.0,7244.0,Mall,0.0,0.0,83636.0,Cloudy,2.0,45951.0
Monday,Evening,49949.0,13481.0,Mall,0.0,0.0,119106.0,Snowy,2.0,45488.0
Monday,Afternoon,32874.0,9031.0,Bank Branch,0.0,0.0,85663.0,Cloudy,5.0,21952.0
Wednesday,Night,22001.0,17567.0,Supermarket,0.0,0.0,112616.0,Rainy,1.0,16407.0
Sunday,Morning,34637.0,19270.0,Supermarket,0.0,0.0,124420.0,Snowy,0.0,15764.0
Monday,Morning,58731.0,8138.0,Supermarket,0.0,0.0,121774.0,Rainy,4.0,60958.0
Friday,Afternoon,42667.0,4401.0,Standalone,0.0,0.0,102817.0,Cloudy,0.0,34961.0
Saturday,Night,23473.0,7669.0,Mall,0.0,0.0,68105.0,Cloudy,0.0,19909.0
Monday,Night,57704.0,7336.0,Gas Station,0.0,0.0,76601.0,Cloudy,5.0,45280.0
Sunday,Night,8474.375,9862.0,Standalone,0.0,0.0,135445.0,Rainy,4.0,0.0
Wednesday,Night,40966.0,12343.0,Standalone,0.0,0.0,80032.0,Clear,0.0,34859.0
Wednesday,Evening,54526.0,9499.0,Gas Station,0.0,0.0,95926.0,Rainy,5.0,43406.0
Tuesday,Night,46602.0,11836.0,Standalone,0.0,0.0,118271.0,Cloudy,3.0,42150.0
Friday,Morning,37952.0,9893.0,Supermarket,0.0,0.0,85055.0,Snowy,0.0,25615.0
Wednesday,Night,13636.0,14420.0,Supermarket,0.0,0.0,114736.0,Rainy,0.0,0.0
Monday,Evening,45780.0,10334.0,Gas Station,0.0,0.0,110318.0,Cloudy,4.0,53342.0
Wednesday,Afternoon,26561.0,7354.0,Gas Station,0.0,0.0,115885.0,Snowy,1.0,17597.0
Tuesday,Morning,31185.0,12332.0,Gas Station,0.0,0.0,99287.0,Clear,1.0,24217.0
Thursday,Morning,38981.0,5948.0,Supermarket,0.0,0.0,104011.0,Clear,1.0,36030.0
Tuesday,Night,67229.0,12144.0,Gas Station,0.0,0.0,113862.0,Rainy,0.0,45232.0
Wednesday,Evening,37586.0,10430.0,Bank Branch,0.0,0.0,78557.0,Snowy,4.0,22414.0
Monday,Evening,8474.375,12182.0,Bank Branch,0.0,0.0,118078.0,Rainy,5.0,0.0
Monday,Night,59287.0,20287.0,Standalone,0.0,0.0,100415.0,Rainy,5.0,51751.0
Tuesday,Night,39079.0,6770.0,Mall,0.0,0.0,84016.0,Cloudy,4.0,36335.0
Friday,Night,51840.0,18123.0,Gas Station,0.0,0.0,106461.0,Cloudy,1.0,42760.0
Wednesday,Night,46214.0,8540.0,Bank Branch,0.0,0.0,68736.0,Snowy,5.0,47612.0
Thursday,Morning,63246.0,9610.0,Supermarket,0.0,0.0,96390.0,Cloudy,4.0,45304.0
Wednesday,Night,91127.375,7868.0,Bank Branch,0.0,0.0,122968.0,Snowy,5.0,87239.375
Thursday,Evening,51699.0,2808.0,Mall,0.0,0.0,118384.0,Rainy,0.0,51008.0
Sunday,Morning,39977.0,7763.0,Mall,0.0,0.0,125620.0,Rainy,3.0,40664.0
Wednesday,Evening,57270.0,5768.0,Mall,0.0,0.0,87129.0,Rainy,5.0,59954.0
Saturday,Afternoon,65449.0,8326.0,Supermarket,0.0,0.0,91927.0,Cloudy,1.0,49297.0
Saturday,Evening,35673.0,12117.0,Gas Station,0.0,0.0,141250.0,Snowy,2.0,18324.0
Wednesday,Night,33987.0,10121.0,Gas Station,0.0,0.0,128244.0,Cloudy,2.0,33162.0
Sunday,Evening,34064.0,12141.0,Gas Station,0.0,0.0,96257.0,Rainy,5.0,23314.0
Monday,Evening,64785.0,15936.0,Supermarket,0.0,0.0,151791.0,Cloudy,2.0,62407.0
Wednesday,Evening,52915.0,8234.0,Bank Branch,0.0,0.0,106769.0,Rainy,3.0,53324.0
Thursday,Evening,45568.0,4967.0,Standalone,0.0,0.0,122797.0,Cloudy,5.0,40518.0
Thursday,Night,18172.0,6960.0,Bank Branch,0.0,0.0,125939.0,Snowy,1.0,12889.0
Friday,Night,49656.0,14203.0,Bank Branch,0.0,0.0,110934.0,Clear,4.0,39918.0
Friday,Morning,44123.0,5387.0,Mall,0.0,0.0,132307.0,Rainy,0.0,42424.0
Saturday,Morning,45165.0,14991.0,Bank Branch,0.0,0.0,91367.0,Snowy,0.0,29811.0
Monday,Night,36444.0,11621.0,Gas Station,0.0,0.0,76419.0,Cloudy,0.0,32945.0
Tuesday,Evening,67815.0,11416.0,Supermarket,0.0,0.0,94821.0,Clear,4.0,56928.0
Wednesday,Night,63069.0,3270.0,Bank Branch,0.0,0.0,102527.0,Clear,4.0,56174.0
Sunday,Afternoon,79083.0,12569.0,Supermarket,0.0,0.0,103591.0,Snowy,2.0,79726.0
Tuesday,Evening,59520.0,15548.0,Gas Station,0.0,0.0,108196.0,Rainy,5.0,51453.0
Friday,Morning,46381.0,9336.0,Mall,0.0,0.0,80509.0,Cloudy,3.0,36941.0
Wednesday,Morning,17409.0,14237.0,Mall,0.0,0.0,89293.0,Clear,3.0,5425.0
Monday,Evening,48642.0,13547.0,Supermarket,0.0,0.0,91290.0,Clear,4.0,38656.0
Wednesday,Afternoon,61082.0,13076.0,Supermarket,0.0,0.0,81291.0,Clear,0.0,60751.0
Saturday,Morning,66289.0,11836.0,Bank Branch,0.0,0.0,136763.0,Snowy,0.0,55241.0
Friday,Afternoon,49708.0,8484.0,Gas Station,0.0,0.0,115998.0,Snowy,1.0,47162.0
Sunday,Night,25755.0,14751.0,Supermarket,0.0,0.0,134212.0,Rainy,5.0,21054.0
Tuesday,Evening,48433.0,9155.0,Mall,0.0,0.0,101401.0,Rainy,0.0,31596.0
Tuesday,Night,67428.0,5363.0,Standalone,0.0,0.0,104767.0,Snowy,3.0,51353.0
Monday,Evening,64627.0,12505.0,Supermarket,0.0,0.0,103791.0,Cloudy,1.0,63134.0
Wednesday,Night,65015.0,6729.0,Mall,0.0,0.0,63387.0,Snowy,1.0,66747.0
Thursday,Morning,47938.0,14764.0,Standalone,0.0,0.0,132245.0,Rainy,5.0,37127.0
Monday,Evening,69723.0,10377.0,Mall,0.0,0.0,67960.0,Snowy,3.0,51501.0
Tuesday,Morning,82564.0,9120.0,Bank Branch,0.0,0.0,102464.0,Cloudy,3.0,83740.0
Sunday,Night,58272.0,6886.0,Mall,0.0,0.0,103892.0,Snowy,4.0,47858.0
Monday,Evening,40823.0,9814.0,Gas Station,0.0,0.0,91413.0,Cloudy,3.0,41989.0
Monday,Afternoon,39613.0,2968.0,Supermarket,0.0,0.0,98337.0,Cloudy,1.0,39467.0
Monday,Evening,51236.0,2712.0,Standalone,0.0,0.0,93815.0,Clear,1.0,55305.0
Monday,Night,38717.0,624.0,Standalone,0.0,0.0,102300.0,Clear,2.0,44967.0
Saturday,Night,53197.0,6240.0,Supermarket,0.0,0.0,93618.0,Cloudy,0.0,47507.0
Tuesday,Morning,38059.0,19505.0,Gas Station,0.0,0.0,98786.0,Cloudy,2.0,34526.0
Friday,Night,39373.0,2431.0,Supermarket,0.0,0.0,63937.0,Snowy,4.0,43709.0
Monday,Night,26237.0,2094.0,Standalone,0.0,0.0,117900.0,Cloudy,2.0,27588.0
Wednesday,Night,42754.0,10733.0,Supermarket,0.0,0.0,132244.0,Snowy,3.0,28734.0
Tuesday,Evening,63452.0,0.0,Mall,0.0,0.0,85616.0,Rainy,4.0,60833.0
Monday,Morning,48031.0,10384.0,Gas Station,0.0,0.0,95502.0,Rainy,3.0,54854.0
Monday,Morning,40249.0,4548.0,Gas Station,0.0,0.0,128218.0,Rainy,5.0,39459.0
Monday,Evening,60623.0,11166.0,Bank Branch,0.0,0.0,119062.0,Cloudy,0.0,59798.0
Tuesday,Night,54306.0,4281.0,Supermarket,0.0,0.0,102171.0,Cloudy,4.0,40655.0
Wednesday,Morning,48071.0,590.0,Mall,0.0,0.0,89025.0,Snowy,1.0,40362.0
Wednesday,Morning,51392.0,16328.0,Supermarket,0.0,0.0,82676.0,Cloudy,2.0,46455.0
Tuesday,Morning,40306.0,18876.0,Mall,0.0,0.0,76127.0,Rainy,3.0,20298.0
Sunday,Night,63787.0,16962.0,Supermarket,0.0,0.0,94999.0,Rainy,2.0,56259.0
Wednesday,Morning,47985.0,14054.0,Standalone,0.0,0.0,115869.0,Clear,0.0,34261.0
Thursday,Evening,23772.0,15162.0,Standalone,0.0,0.0,122534.0,Rainy,4.0,13733.0
Friday,Night,33414.0,8925.0,Mall,0.0,0.0,93839.0,Cloudy,2.0,24219.0
Friday,Morning,61694.0,16551.0,Mall,0.0,0.0,127913.0,Snowy,5.0,48891.0
Saturday,Afternoon,24748.0,5970.0,Bank Branch,0.0,0.0,119297.0,Rainy,2.0,19772.0
Monday,Night,74233.0,9867.0,Bank Branch,0.0,0.0,105603.0,Rainy,1.0,74196.0
Sunday,Night,42892.0,9927.0,Gas Station,0.0,0.0,110925.0,Rainy,3.0,35748.0
Thursday,Night,50096.0,9558.0,Mall,0.0,0.0,92599.0,Rainy,2.0,38392.0
Friday,Morning,46118.0,17993.0,Supermarket,0.0,0.0,111218.0,Rainy,2.0,21440.0
Thursday,Night,45567.0,13484.0,Mall,0.0,0.0,93323.0,Cloudy,4.0,35127.0
Thursday,Night,48390.0,12238.0,Supermarket,0.0,0.0,68582.0,Clear,2.0,42129.0
Friday,Afternoon,33098.0,18662.0,Standalone,0.0,0.0,144626.0,Clear,5.0,26455.0
Thursday,Morning,22984.0,7286.0,Bank Branch,0.0,0.0,84244.0,Rainy,2.0,14026.0
Wednesday,Night,40687.0,103.0,Gas Station,0.0,0.0,114958.0,Cloudy,3.0,41937.0
Sunday,Afternoon,81111.0,5403.0,Supermarket,0.0,0.0,49394.0,Snowy,1.0,87239.375
Saturday,Night,45709.0,15504.0,Supermarket,0.0,0.0,139166.0,Snowy,0.0,38602.0
Friday,Afternoon,43020.0,9470.0,Gas Station,0.0,0.0,152886.0,Cloudy,3.0,36035.0
Friday,Night,27455.0,11268.0,Gas Station,0.0,0.0,109353.0,Clear,4.0,17286.0
Sunday,Evening,54620.0,8041.0,Mall,0.0,0.0,105382.0,Snowy,1.0,42174.0
Friday,Night,44852.0,11885.0,Supermarket,0.0,0.0,99414.0,Clear,2.0,33480.0
Tuesday,Evening,23404.0,16309.0,Supermarket,0.0,0.0,81885.0,Clear,5.0,14548.0
Friday,Afternoon,40193.0,0.0,Gas Station,0.0,0.0,155091.0,Rainy,2.0,41435.0
Thursday,Evening,49176.0,11427.0,Standalone,0.0,0.0,110422.0,Clear,3.0,39446.0
Wednesday,Afternoon,59678.0,9013.0,Supermarket,0.0,0.0,96974.0,Cloudy,1.0,61641.0
Monday,Afternoon,58903.0,0.0,Bank Branch,0.0,0.0,113118.0,Snowy,4.0,47572.0
Monday,Afternoon,52921.0,15620.0,Standalone,0.0,0.0,118950.0,Snowy,2.0,55136.0
Saturday,Morning,35425.0,3101.0,Bank Branch,0.0,0.0,87465.0,Cloudy,0.0,35290.0
Friday,Afternoon,62935.0,14765.0,Bank Branch,0.0,0.0,110261.0,Snowy,1.0,50276.0
Friday,Night,60876.0,12580.0,Gas Station,0.0,0.0,87170.0,Snowy,5.0,55920.0
Friday,Night,56478.0,15944.0,Mall,0.0,0.0,114166.0,Clear,3.0,51429.0
Wednesday,Evening,49602.0,5590.0,Gas Station,0.0,0.0,96738.0,Snowy,4.0,51779.0
Wednesday,Night,38826.0,6037.0,Standalone,0.0,0.0,93840.0,Cloudy,1.0,37733.0
Friday,Night,21595.0,11066.0,Standalone,0.0,0.0,100024.0,Snowy,2.0,14693.0
Tuesday,Afternoon,37743.0,1962.0,Supermarket,0.0,0.0,84745.0,Snowy,5.0,32446.0
Saturday,Morning,62442.0,9030.0,Mall,0.0,0.0,94709.0,Cloudy,0.0,48192.0
Saturday,Night,19942.0,10299.0,Gas Station,0.0,0.0,105547.0,Cloudy,1.0,10322.0
Monday,Evening,8474.375,10919.0,Bank Branch,0.0,0.0,136010.0,Snowy,0.0,0.0
Thursday,Evening,68584.0,14035.0,Mall,0.0,0.0,80529.0,Rainy,0.0,64773.0
Tuesday,Evening,65903.0,23427.5,Bank Branch,0.0,0.0,107848.0,Clear,5.0,42067.0
Sunday,Afternoon,42365.0,6526.0,Gas Station,0.0,0.0,91814.0,Rainy,4.0,41120.0
Saturday,Morning,37663.0,15605.0,Mall,0.0,0.0,100004.0,Clear,3.0,20878.0
Monday,Night,49860.0,8360.0,Mall,0.0,0.0,103103.0,Clear,5.0,52431.0
Saturday,Evening,62376.0,5664.0,Standalone,0.0,0.0,86837.0,Rainy,3.0,55291.0
Tuesday,Afternoon,45444.0,7618.0,Mall,0.0,0.0,117487.0,Clear,4.0,43489.0
Saturday,Night,62763.0,9313.0,Standalone,0.0,0.0,107809.0,Rainy,3.0,44596.0
Tuesday,Night,48451.0,0.0,Bank Branch,0.0,0.0,97314.0,Clear,1.0,51023.0
Saturday,Night,64480.0,16180.0,Standalone,0.0,0.0,101773.0,Snowy,1.0,57328.0
Tuesday,Morning,52959.0,13078.0,Bank Branch,0.0,0.0,124077.0,Snowy,5.0,34494.0
Monday,Evening,50007.0,13006.0,Bank Branch,0.0,0.0,71122.0,Rainy,5.0,35283.0
Sunday,Morning,15557.0,7459.0,Bank Branch,0.0,0.0,97044.0,Clear,1.0,11939.0
Monday,Morning,54901.0,11502.0,Supermarket,0.0,0.0,112444.0,Clear,2.0,43479.0
Monday,Night,32917.0,13352.0,Supermarket,0.0,0.0,78562.0,Rainy,3.0,25688.0
Wednesday,Morning,55646.0,5489.0,Supermarket,0.0,0.0,82606.0,Snowy,1.0,55040.0
Thursday,Night,66881.0,5496.0,Supermarket,0.0,0.0,112767.0,Cloudy,3.0,73782.0
Thursday,Morning,41838.0,9186.0,Supermarket,0.0,0.0,100818.0,Rainy,2.0,29518.0
Monday,Morning,34967.0,8857.0,Supermarket,0.0,0.0,80113.0,Rainy,4.0,35648.0
Sunday,Morning,86189.0,13923.0,Standalone,0.0,0.0,99614.0,Rainy,0.0,87239.375
Wednesday,Night,46056.0,4095.0,Mall,0.0,0.0,122286.0,Clear,2.0,47473.0
Sunday,Afternoon,56577.0,10098.0,Mall,0.0,0.0,113457.0,Rainy,5.0,41592.0
Friday,Night,58877.0,10509.0,Standalone,0.0,0.0,130980.0,Snowy,1.0,48091.0
Tuesday,Evening,52471.0,10254.0,Mall,0.0,0.0,103466.0,Clear,2.0,50880.0
Thursday,Morning,53659.0,1995.0,Standalone,0.0,0.0,83430.0,Clear,3.0,43112.0
Thursday,Evening,48451.0,1784.0,Mall,0.0,0.0,96482.0,Rainy,2.0,38135.0
Monday,Morning,74922.0,10104.0,Supermarket,0.0,0.0,104614.0,Clear,1.0,83356.0
Tuesday,Morning,31097.0,6918.0,Mall,0.0,0.0,92496.0,Clear,1.0,26458.0
Saturday,Evening,45234.0,4442.0,Gas Station,0.0,0.0,104930.0,Rainy,0.0,54229.0
Friday,Night,73708.0,4924.0,Bank Branch,0.0,0.0,83782.0,Cloudy,5.0,82839.0
Wednesday,Morning,31136.0,14936.0,Supermarket,0.0,0.0,98480.0,Clear,1.0,25790.0
Tuesday,Morning,37472.0,20447.0,Gas Station,0.0,0.0,67846.0,Cloudy,2.0,20309.0
Tuesday,Evening,52771.0,9049.0,Mall,0.0,0.0,92851.0,Clear,2.0,52646.0
Wednesday,Evening,16822.0,17667.0,Supermarket,0.0,0.0,71520.0,Snowy,4.0,0.0
Wednesday,Afternoon,46000.0,7853.0,Bank Branch,0.0,0.0,111771.0,Cloudy,0.0,49775.0
Sunday,Evening,26028.0,12310.0,Mall,0.0,0.0,140486.0,Clear,5.0,18597.0
Friday,Morning,29552.0,12129.0,Bank Branch,0.0,0.0,100382.0,Rainy,3.0,25548.0
Thursday,Afternoon,77065.0,9045.0,Standalone,0.0,0.0,114395.0,Rainy,4.0,76942.0
Tuesday,Evening,30600.0,17420.0,Gas Station,0.0,0.0,107112.0,Clear,4.0,28771.0
Friday,Afternoon,31243.0,13022.0,Gas Station,0.0,0.0,117646.0,Clear,3.0,26970.0
Saturday,Afternoon,43218.0,7816.0,Standalone,0.0,0.0,98677.0,Snowy,3.0,36390.0
Thursday,Evening,44624.0,6762.0,Gas Station,0.0,0.0,114883.0,Clear,1.0,54895.0
Tuesday,Morning,47281.0,6753.0,Bank Branch,0.0,0.0,126426.0,Cloudy,3.0,39323.0
Tuesday,Morning,22001.0,15037.0,Supermarket,0.0,0.0,86307.0,Rainy,3.0,12350.0
Thursday,Evening,61859.0,3944.0,Mall,0.0,0.0,114615.0,Snowy,5.0,50445.0
Sunday,Morning,50214.0,5230.0,Bank Branch,0.0,0.0,91859.0,Snowy,1.0,55125.0
Saturday,Afternoon,60294.0,19882.0,Standalone,0.0,0.0,68715.0,Clear,5.0,43212.0
Saturday,Afternoon,36518.0,3348.0,Mall,0.0,0.0,96217.0,Cloudy,4.0,45141.0
Tuesday,Afternoon,63824.0,2744.0,Mall,0.0,0.0,99758.0,Rainy,0.0,64523.0
Saturday,Afternoon,63303.0,7896.0,Bank Branch,0.0,0.0,47915.0,Cloudy,2.0,63926.0
Sunday,Morning,52984.0,16178.0,Supermarket,0.0,0.0,78578.0,Clear,0.0,45345.0
Friday,Night,23321.0,11598.0,Bank Branch,0.0,0.0,89916.0,Snowy,0.0,9611.0
Tuesday,Morning,48777.0,6621.0,Bank Branch,0.0,0.0,100683.0,Cloudy,5.0,60948.0
Wednesday,Morning,33691.0,4570.0,Gas Station,0.0,0.0,113587.0,Rainy,2.0,32727.0
Monday,Evening,32768.0,1370.0,Standalone,0.0,0.0,86448.0,Rainy,0.0,29304.0
Wednesday,Afternoon,43033.0,12310.0,Standalone,0.0,0.0,115667.0,Cloudy,0.0,36095.0
Friday,Night,46226.0,7012.0,Bank Branch,0.0,0.0,128447.0,Rainy,5.0,42078.0
Thursday,Night,51279.0,5958.0,Standalone,0.0,0.0,83391.0,Cloudy,2.0,52317.0
Tuesday,Evening,57837.0,13252.0,Gas Station,0.0,0.0,69938.0,Clear,2.0,41770.0
Saturday,Morning,44240.0,11251.0,Standalone,0.0,0.0,139913.0,Cloudy,4.0,31053.0
Tuesday,Afternoon,91127.375,12672.0,Bank Branch,0.0,0.0,117753.0,Rainy,2.0,87239.375
Sunday,Afternoon,53451.0,12488.0,Supermarket,0.0,0.0,113318.0,Cloudy,2.0,37337.0
Thursday,Afternoon,56323.0,7208.0,Supermarket,0.0,0.0,77996.0,Snowy,4.0,45488.0
Friday,Evening,56592.0,13894.0,Supermarket,0.0,0.0,109155.0,Rainy,3.0,56318.0
Sunday,Afternoon,75117.0,4541.0,Gas Station,0.0,0.0,92258.0,Clear,1.0,79778.0
Saturday,Morning,45590.0,9642.0,Supermarket,0.0,0.0,69642.0,Snowy,4.0,40565.0
Saturday,Evening,44644.0,12503.0,Bank Branch,0.0,0.0,100995.0,Snowy,0.0,34230.0
Wednesday,Afternoon,60482.0,12104.0,Mall,0.0,0.0,109840.0,Snowy,0.0,53305.0
Saturday,Night,42109.0,7605.0,Supermarket,0.0,0.0,82744.0,Snowy,2.0,31456.0
Saturday,Night,65899.0,13085.0,Gas Station,0.0,0.0,113671.0,Rainy,5.0,55798.0
Tuesday,Evening,29510.0,8153.0,Bank Branch,0.0,0.0,102867.0,Rainy,3.0,24837.0
Thursday,Evening,34559.0,3236.0,Bank Branch,0.0,0.0,69552.0,Clear,5.0,35503.0
Sunday,Morning,66690.0,7320.0,Bank Branch,0.0,0.0,65852.0,Rainy,5.0,66760.0
Sunday,Night,47661.0,7258.0,Bank Branch,0.0,0.0,103200.0,Clear,1.0,45006.0
Thursday,Afternoon,57526.0,8201.0,Mall,0.0,0.0,73479.0,Snowy,3.0,58784.0
Thursday,Afternoon,35543.0,5214.0,Bank Branch,0.0,0.0,106875.0,Snowy,2.0,25434.0
Sunday,Morning,49270.0,8847.0,Gas Station,0.0,0.0,81515.0,Cloudy,1.0,46418.0
Saturday,Night,22307.0,5352.0,Standalone,0.0,0.0,70069.0,Clear,3.0,15709.0
Sunday,Afternoon,40249.0,5390.0,Bank Branch,0.0,0.0,79920.0,Clear,2.0,37467.0
Wednesday,Evening,39173.0,10884.0,Mall,0.0,0.0,89066.0,Rainy,3.0,31889.0
Friday,Morning,45925.0,3502.0,Standalone,0.0,0.0,116594.0,Cloudy,5.0,33576.0
Saturday,Afternoon,62170.0,4258.0,Supermarket,0.0,0.0,116375.0,Rainy,0.0,54811.0
Tuesday,Afternoon,73068.0,15088.0,Bank Branch,0.0,0.0,105429.0,Snowy,5.0,77781.0
Tuesday,Afternoon,58272.0,11702.0,Mall,0.0,0.0,107813.0,Cloudy,1.0,53129.0
Thursday,Morning,30102.0,8853.0,Gas Station,0.0,0.0,99130.0,Cloudy,1.0,25553.0
Thursday,Afternoon,58580.0,9689.0,Bank Branch,0.0,0.0,122487.0,Clear,3.0,43179.0
Saturday,Night,44988.0,9882.0,Gas Station,0.0,0.0,96512.0,Snowy,0.0,29018.0
Wednesday,Night,48027.0,14130.0,Bank Branch,0.0,0.0,91264.0,Cloudy,2.0,45190.0
Sunday,Morning,25901.0,18747.0,Standalone,0.0,0.0,127629.0,Snowy,1.0,15685.0
Tuesday,Morning,42455.0,11317.0,Bank Branch,0.0,0.0,105884.0,Clear,0.0,40772.0
